"","X","pubDate","title","author","rating","ratingCount","reviewCount","synopsis","pageCount","genres","Fiction","Fantasy","Romance","Young Adult","Mystery","Historical","Contemporary","Nonfiction","Thriller","Science Fiction"
"36",36,1989-01-01,"Infinity Welcomes Careful Drivers","Grant Naylor",4.05,24444,422,"  The first lesson Lister learned about space travel was you should never try it. But Lister didn't have a choice. All he remembered was going on a birthday celebration pub crawl through London. When he came to his senses again, with nothing in his pockets but a passport in the name of Emily Berkenstein.So he did the only thing he could. Amazed to discover they would actually hire him, he joined the space corps----and found himself aboard Red Dwarf, a spaceship as big as a small city that, six or seven years from now, would get him back to Earth. What Lister couldn't forsee was that he'd inadvertently signed up for a one--way jaunt three million years into the future---a future which would see him the last living member of the human race, with only a hologram crew mate and a highly evolved cat for company. Of course, that was before the ship broke the light barrier and things began to get really weird...",298,"Science Fiction,Fiction,Humor,Humor,Comedy",1,0,0,0,0,0,0,0,0,1
"37",37,1989-01-01,"We're Going on a Bear Hunt","Michael Rosen",4.28,37599,1328,"Come along on a bear hunt in this award-winning classic from Michael Rosen and Helen Oxenbury. We’re going on a bear hunt. We’re going to catch a big one.. Will you come too? For more than twenty-five years readers have been swishy swashing and splash sploshing through this award-winning favorite. Join in the fun!",40,"Childrens,Picture Books,Childrens",0,0,0,0,0,0,0,0,0,0
"38",38,1989-01-01,"The Great and Secret Show","Clive Barker",4.05,27361,642,"  Clive Barker's bestseller Weaveworld astonished readers with his visionary range, establishing him as a master of fabulist literature. Now, with The Great and Secret Show he rises to new heights. In this unforgettable epic he wields the full power and sweep of his talents. ""Succinctly put,"" says Barker, ""it's about Hollywood, sex and Armageddon."" Memory, prophecy and fantasy; the past, the future, and the dreaming moment between are all one country living one immortal day. To know that is Wisdom. To use it is the Art. Armageddon begins with a murder in the Dead Letter Office in Omaha. A lake that has never existed falls from the clouds over Palomo Grove, CA. Young passion blossoms, as the world withers with war. The Great and Secret Show has begun on the stage of the world. Soon the final curtain must fall. In this, the First Book of the Art, Barker has created a masterpiece of the imagination that explores the uncharted territory within our secret lives and most private hearts. Sprawling, ambitious, triumphantly magical and satisfying, The Great and Secret Show  is what the rest of life is all about.",658,"Horror,Fantasy,Fiction",1,1,0,0,0,0,0,0,0,0
"39",39,1989-01-01,"Love's Executioner and Other Tales of Psychotherapy","Irvin D. Yalom",4.2,20393,831,"  The collection of ten absorbing tales by master psychotherapist Irvin D. Yalom uncovers the mysteries, frustrations, pathos, and humor at the heart of the therapeutic encounter. In recounting his patients' dilemmas, Yalom not only gives us a rare and enthralling glimpse into their personal desires and motivations but also tells us his own story as he struggles to reconcile his all-too human responses with his sensibility as a psychiatrist. Not since Freud has an author done so much to clarify what goes on between a psychotherapist and a patient.",304,"Psychology,Nonfiction,Short Stories,Psychology,Counselling,Health,Mental Health,Philosophy,Autobiography,Memoir,Science,Social Science,Social Work,Literature,American",0,0,0,0,0,0,0,1,0,0
"40",40,1989-01-01,"The Bad Place","Dean R. Koontz",3.89,30939,631,"  Frank Pollard is afraid to fall asleep. Every morning when he awakes, he discovers something strange--like blood on his hands--a bizarre mystery that tortures his soul. Two investigators have been hired to follow the haunted man. But only one person--a young man with Down's Syndrome--can imagine where their journeys might end. That terrible place from which no one ever returns.",427,"Horror,Fiction,Thriller,Suspense",1,0,0,0,0,0,0,0,1,0
"41",41,1989-01-01,"F is for Fugitive","Sue Grafton",3.91,30256,735,"  Floral Beach wasn't much of a town: six streets long and three deep, its only notable feature a strip of sand fronting the Pacific. It was on that sandy beach seventeen years ago that the strangled body of Jean Timberlake had been found.The people of floral Beach didn't pay a whole lot of mind to past history, especially when Bailey Fowler, the self-confessed killer, had been properly processed and convicted. They weren't even unduly concerned when, a year after the murder, Fowler walked away from the men's prison at San Luis Obispo, never to be seen again. After all, everyone knew Jean had been a wild kid. ""Like mother, like daughter,"" some said--though never within hearing of Shana Timberlake, who, whatever her faults, still mourned her murdered child.And then, by sheer fluke, the cops stumbled on Bailey Fowler. And a case seventeen years dead came murderously to life again.For Royce Fowler, old and sick with not much time left, his son's reappearance was the chance to heal an old wound. For Kinsey Millhone, the case was a long shot, but she agreed to take it on. She couldn't know then it would lead her to probe the passions buried just below the surface of family relations, where old wounds fester and the most cherished emotions become warped until they fuse into deadly, soul-destroying time bombs.",320,"Mystery,Fiction,Mystery,Crime",1,0,0,0,1,0,0,0,0,0
"42",42,1989-01-01,"Streams of Silver","R.A. Salvatore",4.15,32780,464,"  ""Yer eyes'll shine when ye see the rivers runnin' silver in Mithril Hall!""Bruenor the dwarf, Wulfgar the barbarian, Regis the halfling, and Drizzt the dark elf fight monsters and magic on their way to Mithril Hall, centuries-old birthplace of Bruenor and his dwarven ancestors.Faced with racism, Drizzt contemplates returning to the lightless underworld city and murderous lifestyle he abandoned. Wulfgar begins to overcome his tribes's aversion for magic. And Regis runs from a deadly assassin, who, allied with evil wizards, is bent on the companions' destruction. all fo Bruenor's dreams, and the survival of his party, hinge upon the actions of one brave young woman.Streams of Silver is R.A. Salvatore's second book in the Icewind Dale Trilogy, based on the FORGOTTEN REALMS fantasy setting.",349,"Fantasy,Dungeons and Dragons,Forgotten Realms,Fiction",1,1,0,0,0,0,0,0,0,0
"43",43,1989-01-01,"The Diamond Throne","David Eddings",3.95,30411,471,"After a long spell of exile, Sparhawk, Pandion Knight and the Queen's champion returns to native land to find it overrun with evil and intrigue - and his young queen greviously ill. Indeed, Ehlana lies magically entombed within a block of crystal, doomed to die unless a cure can be found within a year.",435,"Fantasy,Fiction,Fantasy,Epic Fantasy",1,1,0,0,0,0,0,0,0,0
"44",44,1989-01-01,"This Boy's Life","Tobias Wolff",3.98,23392,1351,"  This unforgettable memoir, by one of our most gifted writers, introduces us to the young Toby Wolff, by turns tough and vulnerable, crafty and bumbling, and ultimately winning. Separated by divorce from his father and brother, Toby and his mother are constantly on the move, yet they develop an extraordinarily close, almost telepathic relationship. As Toby fights for identity and self-respect against the unrelenting hostility of a new stepfather, his experiences are at once poignant and comical, and Wolff does a masterful job of re-creating the frustrations and cruelties of adolescence. His various schemes - running away to Alaska, forging checks, and stealing cars - lead eventually to an act of outrageous self-invention that releases him into a new world of possibility.",304,"Autobiography,Memoir,Nonfiction,Biography,Biography Memoir",0,0,0,0,0,0,0,1,0,0
"45",45,1989-01-01,"One Past Midnight: The Langoliers","Stephen King",3.87,30059,372,"The first of a four-part audio series from Stephen King's best-selling book, Four Past Midnight. On a redeye flight from Los Angeles to Boston, only 11 passengers survive—but landing in a dead world makes them wish they hadn't.6 Audio Cassettes / 8 Hours 41 mins",9,"Horror,Fiction,Science Fiction,Thriller,Fantasy",1,1,0,0,0,0,0,0,1,1
"46",46,1989-01-01,"An Acceptable Time","Madeleine L'Engle",3.82,18157,871,"  Under their feet, the ground seemed to tremble.Polly O'Keefe has recently moved in with her grandparents, the famous scientists Alex and Kate Murry, when she wanders into a time 3,000 years before her own. Perhaps it's not an accident - as she is told by two druids: When a gate between circles of time opens, it opens for a reason. When the gate closes behind Polly and her gravely ill friend Zachary, the reason becomes clear. In this desperate time, can Polly keep herself and Zachary alive until the gate reopens to bring them home?",343,"Fantasy,Young Adult,Fiction,Science Fiction",1,1,0,1,0,0,0,0,0,1
